lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,month_sin,month_cos,trend,target
153.2365108665176,141.82676467748647,145.2454378071511,168.32659540102634,181.92305453169018,196.7615609877604,184.81895550819445,175.12619698993265,177.5327681187027,185.75209838208698,182.22776145321447,152.81208056074408,-0.5000000000000004,0.8660254037844384,35,199.76937112465325
182.84298167231938,153.2365108665176,141.82676467748647,145.2454378071511,168.32659540102634,181.92305453169018,196.7615609877604,184.81895550819445,175.12619698993265,177.5327681187027,185.75209838208698,182.22776145321447,0.0,1.0,36,213.96309093045784
199.76937112465325,182.84298167231938,153.2365108665176,141.82676467748647,145.2454378071511,168.32659540102634,181.92305453169018,196.7615609877604,184.81895550819445,175.12619698993265,177.5327681187027,185.75209838208698,0.49999999999999994,0.8660254037844387,37,219.75256587402382
213.96309093045784,199.76937112465325,182.84298167231938,153.2365108665176,141.82676467748647,145.2454378071511,168.32659540102634,181.92305453169018,196.7615609877604,184.81895550819445,175.12619698993265,177.5327681187027,0.8660254037844386,0.5000000000000001,38,224.4474491617661
219.75256587402382,213.96309093045784,199.76937112465325,182.84298167231938,153.2365108665176,141.82676467748647,145.2454378071511,168.32659540102634,181.92305453169018,196.7615609877604,184.81895550819445,175.12619698993265,1.0,6.123233995736766e-17,39,208.4082378567002
224.4474491617661,219.75256587402382,213.96309093045784,199.76937112465325,182.84298167231938,153.2365108665176,141.82676467748647,145.2454378071511,168.32659540102634,181.92305453169018,196.7615609877604,184.81895550819445,0.8660254037844387,-0.4999999999999998,40,237.1113901979125
208.4082378567002,224.4474491617661,219.75256587402382,213.96309093045784,199.76937112465325,182.84298167231938,153.2365108665176,141.82676467748647,145.2454378071511,168.32659540102634,181.92305453169018,196.7615609877604,0.49999999999999994,-0.8660254037844387,41,230.76700339025845
237.1113901979125,208.4082378567002,224.4474491617661,219.75256587402382,213.96309093045784,199.76937112465325,182.84298167231938,153.2365108665176,141.82676467748647,145.2454378071511,168.32659540102634,181.92305453169018,1.2246467991473532e-16,-1.0,42,206.2504912056035
230.76700339025845,237.1113901979125,208.4082378567002,224.4474491617661,219.75256587402382,213.96309093045784,199.76937112465325,182.84298167231938,153.2365108665176,141.82676467748647,145.2454378071511,168.32659540102634,-0.4999999999999997,-0.8660254037844388,43,178.63488292910137
206.2504912056035,230.76700339025845,237.1113901979125,208.4082378567002,224.4474491617661,219.75256587402382,213.96309093045784,199.76937112465325,182.84298167231938,153.2365108665176,141.82676467748647,145.2454378071511,-0.8660254037844385,-0.5000000000000004,44,164.98861748370857
178.63488292910137,206.2504912056035,230.76700339025845,237.1113901979125,208.4082378567002,224.4474491617661,219.75256587402382,213.96309093045784,199.76937112465325,182.84298167231938,153.2365108665176,141.82676467748647,-1.0,-1.8369701987210297e-16,45,193.18340335476236
164.98861748370857,178.63488292910137,206.2504912056035,230.76700339025845,237.1113901979125,208.4082378567002,224.4474491617661,219.75256587402382,213.96309093045784,199.76937112465325,182.84298167231938,153.2365108665176,-0.8660254037844386,0.5000000000000001,46,225.6820665315997
193.18340335476236,164.98861748370857,178.63488292910137,206.2504912056035,230.76700339025845,237.1113901979125,208.4082378567002,224.4474491617661,219.75256587402382,213.96309093045784,199.76937112465325,182.84298167231938,-0.5000000000000004,0.8660254037844384,47,249.41307895892896
225.6820665315997,193.18340335476236,164.98861748370857,178.63488292910137,206.2504912056035,230.76700339025845,237.1113901979125,208.4082378567002,224.4474491617661,219.75256587402382,213.96309093045784,199.76937112465325,0.0,1.0,48,255.52083011787497
249.41307895892896,225.6820665315997,193.18340335476236,164.98861748370857,178.63488292910137,206.2504912056035,230.76700339025845,237.1113901979125,208.4082378567002,224.4474491617661,219.75256587402382,213.96309093045784,0.49999999999999994,0.8660254037844387,49,246.33980539880477
255.52083011787497,249.41307895892896,225.6820665315997,193.18340335476236,164.98861748370857,178.63488292910137,206.2504912056035,230.76700339025845,237.1113901979125,208.4082378567002,224.4474491617661,219.75256587402382,0.8660254037844386,0.5000000000000001,50,232.83345094174263
246.33980539880477,255.52083011787497,249.41307895892896,225.6820665315997,193.18340335476236,164.98861748370857,178.63488292910137,206.2504912056035,230.76700339025845,237.1113901979125,208.4082378567002,224.4474491617661,1.0,6.123233995736766e-17,51,248.44512904857248
232.83345094174263,246.33980539880477,255.52083011787497,249.41307895892896,225.6820665315997,193.18340335476236,164.98861748370857,178.63488292910137,206.2504912056035,230.76700339025845,237.1113901979125,208.4082378567002,0.8660254037844387,-0.4999999999999998,52,260.2517994806107
248.44512904857248,232.83345094174263,246.33980539880477,255.52083011787497,249.41307895892896,225.6820665315997,193.18340335476236,164.98861748370857,178.63488292910137,206.2504912056035,230.76700339025845,237.1113901979125,0.49999999999999994,-0.8660254037844387,53,239.69310829000358
260.2517994806107,248.44512904857248,232.83345094174263,246.33980539880477,255.52083011787497,249.41307895892896,225.6820665315997,193.18340335476236,164.98861748370857,178.63488292910137,206.2504912056035,230.76700339025845,1.2246467991473532e-16,-1.0,54,233.16097648145598
239.69310829000358,260.2517994806107,248.44512904857248,232.83345094174263,246.33980539880477,255.52083011787497,249.41307895892896,225.6820665315997,193.18340335476236,164.98861748370857,178.63488292910137,206.2504912056035,-0.4999999999999997,-0.8660254037844388,55,209.9581474450448
233.16097648145598,239.69310829000358,260.2517994806107,248.44512904857248,232.83345094174263,246.33980539880477,255.52083011787497,249.41307895892896,225.6820665315997,193.18340335476236,164.98861748370857,178.63488292910137,-0.8660254037844385,-0.5000000000000004,56,203.06834179170295
209.9581474450448,233.16097648145598,239.69310829000358,260.2517994806107,248.44512904857248,232.83345094174263,246.33980539880477,255.52083011787497,249.41307895892896,225.6820665315997,193.18340335476236,164.98861748370857,-1.0,-1.8369701987210297e-16,57,202.04629415240933
203.06834179170295,209.9581474450448,233.16097648145598,239.69310829000358,260.2517994806107,248.44512904857248,232.83345094174263,246.33980539880477,255.52083011787497,249.41307895892896,225.6820665315997,193.18340335476236,-0.8660254037844386,0.5000000000000001,58,234.70637942368768
202.04629415240933,203.06834179170295,209.9581474450448,233.16097648145598,239.69310829000358,260.2517994806107,248.44512904857248,232.83345094174263,246.33980539880477,255.52083011787497,249.41307895892896,225.6820665315997,-0.5000000000000004,0.8660254037844384,59,261.50851802285405
234.70637942368768,202.04629415240933,203.06834179170295,209.9581474450448,233.16097648145598,239.69310829000358,260.2517994806107,248.44512904857248,232.83345094174263,246.33980539880477,255.52083011787497,249.41307895892896,0.0,1.0,60,265.6415847378171
261.50851802285405,234.70637942368768,202.04629415240933,203.06834179170295,209.9581474450448,233.16097648145598,239.69310829000358,260.2517994806107,248.44512904857248,232.83345094174263,246.33980539880477,255.52083011787497,0.49999999999999994,0.8660254037844387,61,287.39570513057424
265.6415847378171,261.50851802285405,234.70637942368768,202.04629415240933,203.06834179170295,209.9581474450448,233.16097648145598,239.69310829000358,260.2517994806107,248.44512904857248,232.83345094174263,246.33980539880477,0.8660254037844386,0.5000000000000001,62,268.53271417246276
287.39570513057424,265.6415847378171,261.50851802285405,234.70637942368768,202.04629415240933,203.06834179170295,209.9581474450448,233.16097648145598,239.69310829000358,260.2517994806107,248.44512904857248,232.83345094174263,1.0,6.123233995736766e-17,63,281.11251914921473
268.53271417246276,287.39570513057424,265.6415847378171,261.50851802285405,234.70637942368768,202.04629415240933,203.06834179170295,209.9581474450448,233.16097648145598,239.69310829000358,260.2517994806107,248.44512904857248,0.8660254037844387,-0.4999999999999998,64,282.9314196362086
281.11251914921473,268.53271417246276,287.39570513057424,265.6415847378171,261.50851802285405,234.70637942368768,202.04629415240933,203.06834179170295,209.9581474450448,233.16097648145598,239.69310829000358,260.2517994806107,0.49999999999999994,-0.8660254037844387,65,292.6677830304169
282.9314196362086,281.11251914921473,268.53271417246276,287.39570513057424,265.6415847378171,261.50851802285405,234.70637942368768,202.04629415240933,203.06834179170295,209.9581474450448,233.16097648145598,239.69310829000358,1.2246467991473532e-16,-1.0,66,270.56288789665484
292.6677830304169,282.9314196362086,281.11251914921473,268.53271417246276,287.39570513057424,265.6415847378171,261.50851802285405,234.70637942368768,202.04629415240933,203.06834179170295,209.9581474450448,233.16097648145598,-0.4999999999999997,-0.8660254037844388,67,241.5860588690661
270.56288789665484,292.6677830304169,282.9314196362086,281.11251914921473,268.53271417246276,287.39570513057424,265.6415847378171,261.50851802285405,234.70637942368768,202.04629415240933,203.06834179170295,209.9581474450448,-0.8660254037844385,-0.5000000000000004,68,209.8719209548268
241.5860588690661,270.56288789665484,292.6677830304169,282.9314196362086,281.11251914921473,268.53271417246276,287.39570513057424,265.6415847378171,261.50851802285405,234.70637942368768,202.04629415240933,203.06834179170295,-1.0,-1.8369701987210297e-16,69,241.93546968054594
209.8719209548268,241.5860588690661,270.56288789665484,292.6677830304169,282.9314196362086,281.11251914921473,268.53271417246276,287.39570513057424,265.6415847378171,261.50851802285405,234.70637942368768,202.04629415240933,-0.8660254037844386,0.5000000000000001,70,275.4694895262124
241.93546968054594,209.8719209548268,241.5860588690661,270.56288789665484,292.6677830304169,282.9314196362086,281.11251914921473,268.53271417246276,287.39570513057424,265.6415847378171,261.50851802285405,234.70637942368768,-0.5000000000000004,0.8660254037844384,71,303.0316926067373
275.4694895262124,241.93546968054594,209.8719209548268,241.5860588690661,270.56288789665484,292.6677830304169,282.9314196362086,281.11251914921473,268.53271417246276,287.39570513057424,265.6415847378171,261.50851802285405,0.0,1.0,72,300.0567436423392
303.0316926067373,275.4694895262124,241.93546968054594,209.8719209548268,241.5860588690661,270.56288789665484,292.6677830304169,282.9314196362086,281.11251914921473,268.53271417246276,287.39570513057424,265.6415847378171,0.49999999999999994,0.8660254037844387,73,318.05685302015974
300.0567436423392,303.0316926067373,275.4694895262124,241.93546968054594,209.8719209548268,241.5860588690661,270.56288789665484,292.6677830304169,282.9314196362086,281.11251914921473,268.53271417246276,287.39570513057424,0.8660254037844386,0.5000000000000001,74,291.9365522398937
318.05685302015974,300.0567436423392,303.0316926067373,275.4694895262124,241.93546968054594,209.8719209548268,241.5860588690661,270.56288789665484,292.6677830304169,282.9314196362086,281.11251914921473,268.53271417246276,1.0,6.123233995736766e-17,75,303.1885379390113
291.9365522398937,318.05685302015974,300.0567436423392,303.0316926067373,275.4694895262124,241.93546968054594,209.8719209548268,241.5860588690661,270.56288789665484,292.6677830304169,282.9314196362086,281.11251914921473,0.8660254037844387,-0.4999999999999998,76,322.4803999049122
303.1885379390113,291.9365522398937,318.05685302015974,300.0567436423392,303.0316926067373,275.4694895262124,241.93546968054594,209.8719209548268,241.5860588690661,270.56288789665484,292.6677830304169,282.9314196362086,0.49999999999999994,-0.8660254037844387,77,310.39243691060267
322.4803999049122,303.1885379390113,291.9365522398937,318.05685302015974,300.0567436423392,303.0316926067373,275.4694895262124,241.93546968054594,209.8719209548268,241.5860588690661,270.56288789665484,292.6677830304169,1.2246467991473532e-16,-1.0,78,306.01914066916214
310.39243691060267,322.4803999049122,303.1885379390113,291.9365522398937,318.05685302015974,300.0567436423392,303.0316926067373,275.4694895262124,241.93546968054594,209.8719209548268,241.5860588690661,270.56288789665484,-0.4999999999999997,-0.8660254037844388,79,268.02739142656657
306.01914066916214,310.39243691060267,322.4803999049122,303.1885379390113,291.9365522398937,318.05685302015974,300.0567436423392,303.0316926067373,275.4694895262124,241.93546968054594,209.8719209548268,241.5860588690661,-0.8660254037844385,-0.5000000000000004,80,252.4344472784622
268.02739142656657,306.01914066916214,310.39243691060267,322.4803999049122,303.1885379390113,291.9365522398937,318.05685302015974,300.0567436423392,303.0316926067373,275.4694895262124,241.93546968054594,209.8719209548268,-1.0,-1.8369701987210297e-16,81,268.49872984460404
252.4344472784622,268.02739142656657,306.01914066916214,310.39243691060267,322.4803999049122,303.1885379390113,291.9365522398937,318.05685302015974,300.0567436423392,303.0316926067373,275.4694895262124,241.93546968054594,-0.8660254037844386,0.5000000000000001,82,291.27083105904654
268.49872984460404,252.4344472784622,268.02739142656657,306.01914066916214,310.39243691060267,322.4803999049122,303.1885379390113,291.9365522398937,318.05685302015974,300.0567436423392,303.0316926067373,275.4694895262124,-0.5000000000000004,0.8660254037844384,83,314.77855866890707
291.27083105904654,268.49872984460404,252.4344472784622,268.02739142656657,306.01914066916214,310.39243691060267,322.4803999049122,303.1885379390113,291.9365522398937,318.05685302015974,300.0567436423392,303.0316926067373,0.0,1.0,84,340.04329192614586
314.77855866890707,291.27083105904654,268.49872984460404,252.4344472784622,268.02739142656657,306.01914066916214,310.39243691060267,322.4803999049122,303.1885379390113,291.9365522398937,318.05685302015974,300.0567436423392,0.49999999999999994,0.8660254037844387,85,338.1300886128356
340.04329192614586,314.77855866890707,291.27083105904654,268.49872984460404,252.4344472784622,268.02739142656657,306.01914066916214,310.39243691060267,322.4803999049122,303.1885379390113,291.9365522398937,318.05685302015974,0.8660254037844386,0.5000000000000001,86,342.8564705555289
338.1300886128356,340.04329192614586,314.77855866890707,291.27083105904654,268.49872984460404,252.4344472784622,268.02739142656657,306.01914066916214,310.39243691060267,322.4803999049122,303.1885379390113,291.9365522398937,1.0,6.123233995736766e-17,87,332.44391578345363
342.8564705555289,338.1300886128356,340.04329192614586,314.77855866890707,291.27083105904654,268.49872984460404,252.4344472784622,268.02739142656657,306.01914066916214,310.39243691060267,322.4803999049122,303.1885379390113,0.8660254037844387,-0.4999999999999998,88,358.5128596195494
332.44391578345363,342.8564705555289,338.1300886128356,340.04329192614586,314.77855866890707,291.27083105904654,268.49872984460404,252.4344472784622,268.02739142656657,306.01914066916214,310.39243691060267,322.4803999049122,0.49999999999999994,-0.8660254037844387,89,337.7008983375306
358.5128596195494,332.44391578345363,342.8564705555289,338.1300886128356,340.04329192614586,314.77855866890707,291.27083105904654,268.49872984460404,252.4344472784622,268.02739142656657,306.01914066916214,310.39243691060267,1.2246467991473532e-16,-1.0,90,332.5952662307568
337.7008983375306,358.5128596195494,332.44391578345363,342.8564705555289,338.1300886128356,340.04329192614586,314.77855866890707,291.27083105904654,268.49872984460404,252.4344472784622,268.02739142656657,306.01914066916214,-0.4999999999999997,-0.8660254037844388,91,293.0569511090064
332.5952662307568,337.7008983375306,358.5128596195494,332.44391578345363,342.8564705555289,338.1300886128356,340.04329192614586,314.77855866890707,291.27083105904654,268.49872984460404,252.4344472784622,268.02739142656657,-0.8660254037844385,-0.5000000000000004,92,281.6161336612618
293.0569511090064,332.5952662307568,337.7008983375306,358.5128596195494,332.44391578345363,342.8564705555289,338.1300886128356,340.04329192614586,314.77855866890707,291.27083105904654,268.49872984460404,252.4344472784622,-1.0,-1.8369701987210297e-16,93,303.51752085893617
281.6161336612618,293.0569511090064,332.5952662307568,337.7008983375306,358.5128596195494,332.44391578345363,342.8564705555289,338.1300886128356,340.04329192614586,314.77855866890707,291.27083105904654,268.49872984460404,-0.8660254037844386,0.5000000000000001,94,338.25162467895586
303.51752085893617,281.6161336612618,293.0569511090064,332.5952662307568,337.7008983375306,358.5128596195494,332.44391578345363,342.8564705555289,338.1300886128356,340.04329192614586,314.77855866890707,291.27083105904654,-0.5000000000000004,0.8660254037844384,95,356.2880766137227
338.25162467895586,303.51752085893617,281.6161336612618,293.0569511090064,332.5952662307568,337.7008983375306,358.5128596195494,332.44391578345363,342.8564705555289,338.1300886128356,340.04329192614586,314.77855866890707,0.0,1.0,96,360.3157694070133
356.2880766137227,338.25162467895586,303.51752085893617,281.6161336612618,293.0569511090064,332.5952662307568,337.7008983375306,358.5128596195494,332.44391578345363,342.8564705555289,338.1300886128356,340.04329192614586,0.49999999999999994,0.8660254037844387,97,352.75100440091984
360.3157694070133,356.2880766137227,338.25162467895586,303.51752085893617,281.6161336612618,293.0569511090064,332.5952662307568,337.7008983375306,358.5128596195494,332.44391578345363,342.8564705555289,338.1300886128356,0.8660254037844386,0.5000000000000001,98,351.2878382806606
352.75100440091984,360.3157694070133,356.2880766137227,338.25162467895586,303.51752085893617,281.6161336612618,293.0569511090064,332.5952662307568,337.7008983375306,358.5128596195494,332.44391578345363,342.8564705555289,1.0,6.123233995736766e-17,99,372.5022249125321
351.2878382806606,352.75100440091984,360.3157694070133,356.2880766137227,338.25162467895586,303.51752085893617,281.6161336612618,293.0569511090064,332.5952662307568,337.7008983375306,358.5128596195494,332.44391578345363,0.8660254037844387,-0.4999999999999998,100,382.9177042662864
372.5022249125321,351.2878382806606,352.75100440091984,360.3157694070133,356.2880766137227,338.25162467895586,303.51752085893617,281.6161336612618,293.0569511090064,332.5952662307568,337.7008983375306,358.5128596195494,0.49999999999999994,-0.8660254037844387,101,368.68564325899786
382.9177042662864,372.5022249125321,351.2878382806606,352.75100440091984,360.3157694070133,356.2880766137227,338.25162467895586,303.51752085893617,281.6161336612618,293.0569511090064,332.5952662307568,337.7008983375306,1.2246467991473532e-16,-1.0,102,341.40508113417263
368.68564325899786,382.9177042662864,372.5022249125321,351.2878382806606,352.75100440091984,360.3157694070133,356.2880766137227,338.25162467895586,303.51752085893617,281.6161336612618,293.0569511090064,332.5952662307568,-0.4999999999999997,-0.8660254037844388,103,333.5035751074405
341.40508113417263,368.68564325899786,382.9177042662864,372.5022249125321,351.2878382806606,352.75100440091984,360.3157694070133,356.2880766137227,338.25162467895586,303.51752085893617,281.6161336612618,293.0569511090064,-0.8660254037844385,-0.5000000000000004,104,307.2568484422834
333.5035751074405,341.40508113417263,368.68564325899786,382.9177042662864,372.5022249125321,351.2878382806606,352.75100440091984,360.3157694070133,356.2880766137227,338.25162467895586,303.51752085893617,281.6161336612618,-1.0,-1.8369701987210297e-16,105,325.8146931259926
307.2568484422834,333.5035751074405,341.40508113417263,368.68564325899786,382.9177042662864,372.5022249125321,351.2878382806606,352.75100440091984,360.3157694070133,356.2880766137227,338.25162467895586,303.51752085893617,-0.8660254037844386,0.5000000000000001,106,364.9681428283205
325.8146931259926,307.2568484422834,333.5035751074405,341.40508113417263,368.68564325899786,382.9177042662864,372.5022249125321,351.2878382806606,352.75100440091984,360.3157694070133,356.2880766137227,338.25162467895586,-0.5000000000000004,0.8660254037844384,107,366.9988706114032
364.9681428283205,325.8146931259926,307.2568484422834,333.5035751074405,341.40508113417263,368.68564325899786,382.9177042662864,372.5022249125321,351.2878382806606,352.75100440091984,360.3157694070133,356.2880766137227,0.0,1.0,108,398.09095678053046
366.9988706114032,364.9681428283205,325.8146931259926,307.2568484422834,333.5035751074405,341.40508113417263,368.68564325899786,382.9177042662864,372.5022249125321,351.2878382806606,352.75100440091984,360.3157694070133,0.49999999999999994,0.8660254037844387,109,388.82763542225706
398.09095678053046,366.9988706114032,364.9681428283205,325.8146931259926,307.2568484422834,333.5035751074405,341.40508113417263,368.68564325899786,382.9177042662864,372.5022249125321,351.2878382806606,352.75100440091984,0.8660254037844386,0.5000000000000001,110,393.37423757982253
388.82763542225706,398.09095678053046,366.9988706114032,364.9681428283205,325.8146931259926,307.2568484422834,333.5035751074405,341.40508113417263,368.68564325899786,382.9177042662864,372.5022249125321,351.2878382806606,1.0,6.123233995736766e-17,111,397.8751499037665
393.37423757982253,388.82763542225706,398.09095678053046,366.9988706114032,364.9681428283205,325.8146931259926,307.2568484422834,333.5035751074405,341.40508113417263,368.68564325899786,382.9177042662864,372.5022249125321,0.8660254037844387,-0.4999999999999998,112,406.61691516035165
397.8751499037665,393.37423757982253,388.82763542225706,398.09095678053046,366.9988706114032,364.9681428283205,325.8146931259926,307.2568484422834,333.5035751074405,341.40508113417263,368.68564325899786,382.9177042662864,0.49999999999999994,-0.8660254037844387,113,405.55337549365623
406.61691516035165,397.8751499037665,393.37423757982253,388.82763542225706,398.09095678053046,366.9988706114032,364.9681428283205,325.8146931259926,307.2568484422834,333.5035751074405,341.40508113417263,368.68564325899786,1.2246467991473532e-16,-1.0,114,373.9330419928125
405.55337549365623,406.61691516035165,397.8751499037665,393.37423757982253,388.82763542225706,398.09095678053046,366.9988706114032,364.9681428283205,325.8146931259926,307.2568484422834,333.5035751074405,341.40508113417263,-0.4999999999999997,-0.8660254037844388,115,367.8870940649622
373.9330419928125,405.55337549365623,406.61691516035165,397.8751499037665,393.37423757982253,388.82763542225706,398.09095678053046,366.9988706114032,364.9681428283205,325.8146931259926,307.2568484422834,333.5035751074405,-0.8660254037844385,-0.5000000000000004,116,353.3087503115821
367.8870940649622,373.9330419928125,405.55337549365623,406.61691516035165,397.8751499037665,393.37423757982253,388.82763542225706,398.09095678053046,366.9988706114032,364.9681428283205,325.8146931259926,307.2568484422834,-1.0,-1.8369701987210297e-16,117,368.2690991848929
353.3087503115821,367.8870940649622,373.9330419928125,405.55337549365623,406.61691516035165,397.8751499037665,393.37423757982253,388.82763542225706,398.09095678053046,366.9988706114032,364.9681428283205,325.8146931259926,-0.8660254037844386,0.5000000000000001,118,399.3189118488879
368.2690991848929,353.3087503115821,367.8870940649622,373.9330419928125,405.55337549365623,406.61691516035165,397.8751499037665,393.37423757982253,388.82763542225706,398.09095678053046,366.9988706114032,364.9681428283205,-0.5000000000000004,0.8660254037844384,119,421.30070577364665
399.3189118488879,368.2690991848929,353.3087503115821,367.8870940649622,373.9330419928125,405.55337549365623,406.61691516035165,397.8751499037665,393.37423757982253,388.82763542225706,398.09095678053046,366.9988706114032,0.0,1.0,120,431.7526294446287
421.30070577364665,399.3189118488879,368.2690991848929,353.3087503115821,367.8870940649622,373.9330419928125,405.55337549365623,406.61691516035165,397.8751499037665,393.37423757982253,388.82763542225706,398.09095678053046,0.49999999999999994,0.8660254037844387,121,424.0855109994763
431.7526294446287,421.30070577364665,399.3189118488879,368.2690991848929,353.3087503115821,367.8870940649622,373.9330419928125,405.55337549365623,406.61691516035165,397.8751499037665,393.37423757982253,388.82763542225706,0.8660254037844386,0.5000000000000001,122,411.08580919208214
424.0855109994763,431.7526294446287,421.30070577364665,399.3189118488879,368.2690991848929,353.3087503115821,367.8870940649622,373.9330419928125,405.55337549365623,406.61691516035165,397.8751499037665,393.37423757982253,1.0,6.123233995736766e-17,123,427.400401313237
