purchase_value,device_id,source,browser,age,ip_address,class,country,time_since_signup,purchase_hour,purchase_dayofweek,signup_hour,device_id_freq,ip_address_freq,country_freq,source_freq,browser_freq,device_fraud_rate_train,country_fraud_rate_train
32.0,99296,2,2,36.0,3681073313.97307,0,84,6753412.0,12,5,9,1,1,5141,42439,25624,0.09514333342787,0.1207871861641211
54.0,94925,2,0,23.0,2498460389.1533,1,107,1.0,11,4,11,16,16,781,42439,43149,0.7414695238365343,0.1686652162857089
20.0,129880,1,2,31.0,3347934904.95084,1,172,1.0,19,4,19,11,11,40823,21461,25624,0.6606787500354513,0.1160862853923916
19.0,102970,0,4,48.0,1842820391.06515,1,60,7952659.0,20,2,19,2,1,2199,41879,17196,0.2244085715096029,0.1182263430129615
25.0,127555,2,0,29.0,1854010803.64748,1,84,6100376.0,2,3,11,2,1,5141,42439,43149,0.2244085715096029,0.1207871861641211
39.0,49531,1,0,38.0,1860392759.509611,1,76,1.0,3,5,3,9,9,916,21461,43149,0.6122042857548015,0.1450280781765116
19.0,98930,2,2,36.0,210529487.662402,1,172,1.0,1,3,1,14,14,40823,42439,25624,0.714255789503538,0.1160862853923916
61.0,136173,1,2,24.0,3003295708.72567,1,35,1.0,7,3,7,13,13,309,21461,25624,0.6983811111426234,0.1929008280272841
27.0,128820,2,4,41.0,3246729521.677,1,171,8426281.0,0,1,12,2,1,3114,42439,17196,0.2244085715096029,0.1319560307792777
26.0,65224,1,0,35.0,271032204.04444104,0,172,5982665.0,23,4,17,2,1,40823,21461,43149,0.08155142865246,0.1160862853923916
36.0,57868,0,0,46.0,1542531991.53992,1,139,1.0,14,5,14,9,9,1090,41879,43149,0.6122042857548015,0.0936720182653581
35.0,109020,2,4,44.0,2790746801.2333,0,144,6100836.0,2,6,11,1,1,190,42439,17196,0.09514333342787,0.243953128208037
34.0,4179,0,0,35.0,3165501432.30853,0,138,7293578.0,17,4,7,1,1,350,41879,43149,0.09514333342787,0.0663967887339921
13.0,120904,0,2,34.0,380338179.740234,0,172,5902950.0,7,1,23,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916
45.0,19110,2,0,40.0,2925412323.52117,0,32,3650815.0,3,0,20,1,1,2141,42439,43149,0.09514333342787,0.1461187604848868
19.0,53715,2,1,26.0,950111894.0368868,0,172,8563317.0,13,2,10,1,1,40823,42439,17231,0.09514333342787,0.1160862853923916
14.0,18242,0,0,26.0,2568975680.03506,1,172,6211499.0,6,2,9,1,1,40823,41879,43149,0.2618100000945367,0.1160862853923916
41.0,49728,0,4,33.0,3864201453.910021,0,167,1664714.0,7,2,1,1,1,15338,41879,17196,0.09514333342787,0.1050362288992092
55.0,113837,0,0,20.0,4231970556.68068,0,167,756858.0,22,5,3,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092
47.0,40295,1,0,28.0,615159387.2798848,1,36,1340812.0,15,1,3,1,1,8334,21461,43149,0.2618100000945367,0.1040377575249511
82.0,22198,0,2,36.0,2867020330.15432,0,172,191793.0,20,4,15,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916
92.0,106005,0,1,18.0,601666230.968907,0,172,5342856.0,15,4,19,14,14,40823,41879,17231,0.714255789503538,0.1160862853923916
91.0,24665,1,0,48.0,880116772.5057961,0,172,2365198.0,3,6,18,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916
41.0,53475,0,4,50.0,1919047988.6404,1,36,1.0,17,5,17,10,10,8334,41879,17196,0.638057333371148,0.1040377575249511
39.0,95121,2,0,34.0,708522157.307624,0,36,9487261.0,6,3,10,1,1,8334,42439,43149,0.09514333342787,0.1040377575249511
38.0,62555,1,0,48.0,4079462218.321671,1,167,956832.0,12,3,10,1,1,15338,21461,43149,0.2618100000945367,0.1050362288992092
27.0,50371,1,1,37.0,2920384790.347389,0,172,1193509.0,20,3,0,1,1,40823,21461,17231,0.09514333342787,0.1160862853923916
26.0,73485,2,0,28.0,2088484706.55714,0,76,6624791.0,23,0,7,1,1,916,42439,43149,0.09514333342787,0.1450280781765116
39.0,93529,1,0,20.0,150128369.57508898,1,172,5877784.0,20,1,19,1,1,40823,21461,43149,0.2618100000945367,0.1160862853923916
54.0,8600,2,0,34.0,4281743132.13978,1,167,1.0,15,2,15,7,7,15338,42439,43149,0.5475716667139351,0.1050362288992092
21.0,76752,2,1,31.0,3779923142.691209,0,167,1024659.0,21,5,1,1,1,15338,42439,17231,0.09514333342787,0.1050362288992092
42.0,117941,0,0,23.0,2689697058.14774,1,172,1.0,13,4,13,12,12,40823,41879,43149,0.6806388235627777,0.1160862853923916
56.0,64060,2,0,20.0,3537938390.95081,1,84,1.0,17,5,17,14,14,5141,42439,43149,0.714255789503538,0.1207871861641211
28.0,6759,2,2,27.0,2752626675.0766697,0,64,1437320.0,3,2,12,1,1,2551,42439,25624,0.09514333342787,0.0839479107983439
15.0,125642,1,0,27.0,1593573450.76266,0,98,2935624.0,4,4,5,1,1,65,21461,43149,0.09514333342787,0.4081551428652459
34.0,100399,0,0,30.0,992185498.962716,0,36,7002872.0,8,2,7,1,1,8334,41879,43149,0.09514333342787,0.1040377575249511
18.0,134625,2,0,38.0,1790771161.82618,0,84,7301711.0,4,0,16,1,1,5141,42439,43149,0.09514333342787,0.1207871861641211
10.0,51689,2,0,32.0,4171082386.5638,1,167,1667907.0,16,0,9,1,1,15338,42439,43149,0.2618100000945367,0.1050362288992092
29.0,97815,2,4,37.0,3611269929.64216,1,172,1.0,9,5,9,14,14,40823,42439,17196,0.714255789503538,0.1160862853923916
69.0,81037,0,4,35.0,3240547427.82262,1,171,1.0,14,6,14,12,11,3114,41879,17196,0.621815294151013,0.1319560307792777
60.0,41091,0,4,24.0,3861588561.11654,0,167,9683355.0,17,4,15,1,1,15338,41879,17196,0.09514333342787,0.1050362288992092
36.0,60330,2,0,25.0,463917063.031487,0,88,7827798.0,1,4,11,1,1,2872,42439,43149,0.09514333342787,0.1117729787975555
35.0,6132,0,0,35.0,3278160237.80038,1,156,1.0,5,4,5,12,12,764,41879,43149,0.6806388235627777,0.150287204161986
57.0,84113,2,0,23.0,403814140.535407,0,172,4326506.0,3,1,1,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
25.0,24926,2,0,29.0,1209117706.01866,0,172,358675.0,12,0,8,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
49.0,46958,2,4,19.0,2171613305.9384,1,172,1.0,19,4,19,16,16,40823,42439,17196,0.7414695238365343,0.1160862853923916
14.0,128499,0,0,48.0,564911168.148983,1,172,3502457.0,17,5,4,2,1,40823,41879,43149,0.3672657143667457,0.1160862853923916
31.0,31318,2,0,50.0,3142341272.56186,1,24,1.0,18,3,18,13,13,2068,42439,43149,0.6983811111426234,0.1112256922337516
60.0,130123,0,4,48.0,746057658.097905,1,172,1.0,17,3,17,12,12,40823,41879,17196,0.6806388235627777,0.1160862853923916
14.0,81989,0,2,51.0,3602048241.15666,0,172,1744027.0,10,4,5,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916
68.0,130543,2,1,37.0,3589170028.54185,0,133,5591379.0,5,6,12,1,1,509,42439,17231,0.09514333342787,0.0614219066158895
14.0,130553,2,3,27.0,327134251.798154,0,172,7442837.0,3,1,0,1,1,40823,42439,2579,0.09514333342787,0.1160862853923916
34.0,19749,0,4,22.0,1385697942.18159,0,171,1717541.0,23,0,2,1,1,3114,41879,17196,0.09514333342787,0.1319560307792777
15.0,110071,1,0,23.0,1846267082.43382,0,88,3486597.0,13,5,5,1,1,2872,21461,43149,0.09514333342787,0.1117729787975555
60.0,130123,0,4,48.0,746057658.097905,1,172,1.0,17,3,17,12,12,40823,41879,17196,0.6806388235627777,0.1160862853923916
27.0,32190,0,2,30.0,2343239466.53121,0,36,6135082.0,14,1,14,1,1,8334,41879,25624,0.09514333342787,0.1040377575249511
32.0,105542,2,0,33.0,2258170090.25097,0,172,3003834.0,14,0,20,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
16.0,60205,0,2,42.0,1644831123.76622,1,172,1.0,2,3,2,13,13,40823,41879,25624,0.6983811111426234,0.1160862853923916
19.0,23817,0,2,45.0,1514135855.1611,0,60,8760082.0,2,2,16,1,1,2199,41879,25624,0.09514333342787,0.1182263430129615
41.0,73749,2,2,19.0,2384141812.88327,1,32,1.0,19,4,19,10,10,2141,42439,25624,0.638057333371148,0.1461187604848868
50.0,26347,0,0,30.0,1493748353.93446,0,124,5393962.0,21,3,10,1,1,433,41879,43149,0.09514333342787,0.1565544748871397
51.0,78058,1,2,39.0,3601368463.91593,0,172,972932.0,23,1,17,1,1,40823,21461,25624,0.09514333342787,0.1160862853923916
27.0,67045,2,0,40.0,3329061974.57474,0,172,8464006.0,16,5,17,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
52.0,135517,2,4,41.0,1291125706.38356,0,172,5171833.0,10,1,14,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916
41.0,67742,0,0,36.0,4275223309.4073,1,167,1.0,18,3,18,11,11,15338,41879,43149,0.6606787500354513,0.1050362288992092
20.0,130042,2,2,38.0,825790477.75388,0,88,8987453.0,11,0,11,1,1,2872,42439,25624,0.09514333342787,0.1117729787975555
81.0,125974,1,0,26.0,2384205626.06318,0,32,5345726.0,18,3,21,1,1,2141,21461,43149,0.09514333342787,0.1461187604848868
19.0,126891,1,1,22.0,3500375081.28141,1,172,1.0,16,6,16,12,11,40823,21461,17231,0.6806388235627777,0.1160862853923916
42.0,105595,0,2,35.0,1352538801.76041,0,64,2269789.0,2,5,20,1,1,2551,41879,25624,0.09514333342787,0.0839479107983439
40.0,56311,0,0,18.0,2925474200.26106,0,32,8787231.0,20,6,3,1,1,2141,41879,43149,0.09514333342787,0.1461187604848868
57.0,79880,2,4,39.0,1160203591.14124,0,172,7835190.0,22,6,6,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916
38.0,18201,2,0,32.0,4100004971.49175,1,167,1.0,13,6,13,13,13,15338,42439,43149,0.6983811111426234,0.1050362288992092
65.0,25723,1,2,49.0,611580381.979752,1,36,368583.0,20,2,14,1,1,8334,21461,25624,0.2618100000945367,0.1040377575249511
38.0,82105,2,1,43.0,1831025477.13244,0,118,1775537.0,7,1,18,1,1,1152,42439,17231,0.09514333342787,0.0808736905795741
61.0,126872,0,0,55.0,700248079.445762,0,151,7888142.0,21,2,14,1,1,596,41879,43149,0.09514333342787,0.1024473544102616
20.0,67398,0,0,46.0,4077357223.4471297,0,167,2100449.0,7,1,0,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092
32.0,14100,2,2,42.0,348493400.685206,1,172,1.0,15,6,15,19,19,40823,42439,25624,0.8154525000236341,0.1160862853923916
22.0,75949,2,0,36.0,3384282880.08996,0,37,5280261.0,7,2,4,1,1,426,42439,43149,0.09514333342787,0.0593291415326385
33.0,22246,0,4,41.0,3481242351.85088,0,172,8407976.0,7,0,0,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916
38.0,64991,0,1,24.0,2083243184.62702,1,154,1.0,22,4,22,13,13,27,41879,17231,0.6983811111426234,0.4240893750177256
67.0,24325,2,0,35.0,3474974235.8637,0,172,894702.0,8,1,0,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
18.0,8111,2,4,41.0,1884980409.25392,0,36,190819.0,16,4,11,1,1,8334,42439,17196,0.09514333342787,0.1040377575249511
20.0,26566,0,2,37.0,3273604888.13491,0,82,2108270.0,8,4,23,1,1,1356,41879,25624,0.09514333342787,0.1018154739166548
33.0,116489,2,1,31.0,406228013.88089,1,172,1.0,11,6,11,16,16,40823,42439,17231,0.7414695238365343,0.1160862853923916
33.0,82707,2,0,38.0,3432062942.69844,1,172,1116979.0,4,2,6,1,1,40823,42439,43149,0.2618100000945367,0.1160862853923916
39.0,18296,1,0,38.0,82123234.04648,1,172,3429651.0,2,4,10,1,1,40823,21461,43149,0.2618100000945367,0.1160862853923916
43.0,136147,2,4,23.0,2815204386.1801,1,172,4619232.0,0,0,12,1,1,40823,42439,17196,0.2618100000945367,0.1160862853923916
24.0,29751,2,1,34.0,368770250.80083,0,172,7092587.0,21,3,19,1,1,40823,42439,17231,0.09514333342787,0.1160862853923916
19.0,19804,2,4,42.0,4273290232.04596,0,167,8034047.0,9,4,9,1,1,15338,42439,17196,0.09514333342787,0.1050362288992092
29.0,136737,2,1,41.0,700087514.237965,0,140,4563412.0,20,5,0,1,1,11,42439,17231,0.09514333342787,0.0356787500354512
57.0,92680,0,1,31.0,1452766252.49486,0,171,173078.0,1,3,1,1,1,3114,41879,17231,0.09514333342787,0.1319560307792777
26.0,123425,2,2,33.0,1904169670.27208,1,36,4450697.0,16,3,4,1,1,8334,42439,25624,0.2618100000945367,0.1040377575249511
16.0,81764,2,0,22.0,1649706795.12998,1,172,7377597.0,2,1,16,1,1,40823,42439,43149,0.2618100000945367,0.1160862853923916
10.0,79103,0,4,23.0,1923420215.97898,1,84,1.0,14,5,14,15,15,5141,41879,17196,0.728543000028361,0.1207871861641211
14.0,94314,0,0,26.0,354445142.170298,0,172,8376709.0,9,4,10,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
38.0,30061,2,1,28.0,31681698.6874224,1,88,1.0,10,4,10,15,14,2872,42439,17231,0.678543000028361,0.1117729787975555
17.0,41840,2,2,30.0,644418852.820112,1,172,10006171.0,16,0,21,1,1,40823,42439,25624,0.2618100000945367,0.1160862853923916
17.0,96741,2,2,22.0,3555976533.9688296,0,88,7002700.0,15,3,14,1,1,2872,42439,25624,0.09514333342787,0.1117729787975555
34.0,57254,0,0,37.0,285619974.733535,0,172,6811643.0,4,0,8,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
40.0,45850,2,0,39.0,3378901733.67483,0,107,311808.0,6,4,16,1,1,781,42439,43149,0.09514333342787,0.1686652162857089
27.0,51338,1,2,40.0,939119655.199888,1,172,1.0,9,0,9,11,11,40823,21461,25624,0.6606787500354513,0.1160862853923916
22.0,32547,1,2,33.0,1004118208.95796,1,36,4469185.0,6,4,13,1,1,8334,21461,25624,0.2618100000945367,0.1040377575249511
48.0,51305,2,0,22.0,1626716351.82413,1,172,1.0,7,5,7,11,11,40823,42439,43149,0.6606787500354513,0.1160862853923916
72.0,9798,1,0,26.0,634725216.755978,0,14,7745830.0,20,1,4,1,1,48,21461,43149,0.09514333342787,0.0485067924635324
62.0,46460,0,0,24.0,1804098892.8803,1,172,1.0,19,4,19,16,16,40823,41879,43149,0.7414695238365343,0.1160862853923916
21.0,35329,0,0,40.0,505509580.334125,1,172,1.0,3,5,3,10,10,40823,41879,43149,0.638057333371148,0.1160862853923916
31.0,64494,2,1,46.0,750349393.908503,1,172,10005812.0,16,1,21,2,1,40823,42439,17231,0.2244085715096029,0.1160862853923916
41.0,130600,0,0,42.0,3825818376.47517,1,167,7654490.0,15,1,0,2,1,15338,41879,43149,0.3672657143667457,0.1050362288992092
39.0,30582,2,2,37.0,4012916500.90138,0,167,959187.0,4,6,2,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092
11.0,39052,0,0,24.0,2676894731.57805,0,172,1436373.0,1,6,10,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
36.0,123224,0,4,34.0,880123158.985884,0,172,7448453.0,12,0,7,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916
33.0,51369,2,0,45.0,1850503925.4646,0,88,6108123.0,10,3,18,1,1,2872,42439,43149,0.09514333342787,0.1117729787975555
25.0,57170,1,0,41.0,1210307774.80801,0,172,6244352.0,6,1,0,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916
26.0,59622,0,0,23.0,2406718838.67984,0,172,8712932.0,7,4,11,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
13.0,132848,1,2,28.0,3037402406.06637,0,5,7238857.0,16,1,21,1,1,457,21461,25624,0.09514333342787,0.1202832467544745
37.0,59243,2,0,21.0,1154316417.07409,1,172,4537948.0,0,6,12,1,1,40823,42439,43149,0.2618100000945367,0.1160862853923916
38.0,43969,0,0,41.0,2636423168.58887,1,172,1.0,9,2,9,9,9,40823,41879,43149,0.6122042857548015,0.1160862853923916
27.0,104152,2,0,38.0,2293516043.0704,1,172,1.0,19,0,19,13,13,40823,42439,43149,0.6983811111426234,0.1160862853923916
17.0,99623,0,0,18.0,2766933357.94205,1,172,1.0,10,5,10,9,9,40823,41879,43149,0.6122042857548015,0.1160862853923916
78.0,122047,2,2,33.0,3942899422.90285,0,167,8054490.0,18,0,13,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092
41.0,11043,2,2,18.0,3290841933.6925697,0,151,4226971.0,7,0,9,1,1,596,42439,25624,0.09514333342787,0.1024473544102616
39.0,137673,2,0,39.0,3781571864.90935,0,167,7593012.0,21,4,0,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092
32.0,74312,0,2,46.0,178953067.13044098,1,167,1.0,6,6,6,15,15,15338,41879,25624,0.728543000028361,0.1050362288992092
18.0,82843,0,0,33.0,1898385268.47939,0,84,536985.0,20,5,15,1,1,5141,41879,43149,0.09514333342787,0.1207871861641211
40.0,59220,1,0,32.0,714642673.0322219,0,103,683671.0,12,6,14,1,1,146,21461,43149,0.09514333342787,0.0435156291428292
38.0,73241,0,0,34.0,3083985458.82701,0,36,4951721.0,11,3,3,1,1,8334,41879,43149,0.09514333342787,0.1040377575249511
21.0,53422,0,4,42.0,3529676734.17745,1,88,1.0,7,4,7,10,10,2872,41879,17196,0.638057333371148,0.1117729787975555
42.0,115527,2,0,33.0,3868554439.674,0,167,5027263.0,4,5,0,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092
60.0,60030,0,0,26.0,2448029257.10052,0,171,5106369.0,18,2,16,1,1,3114,41879,43149,0.09514333342787,0.1319560307792777
79.0,12378,0,0,23.0,2046440986.2914,0,36,1823567.0,18,5,16,1,1,8334,41879,43149,0.09514333342787,0.1040377575249511
29.0,100280,2,2,31.0,2479947956.65348,1,7,1.0,6,5,6,10,10,1271,42439,25624,0.638057333371148,0.1133000470223881
42.0,79767,1,3,19.0,2228514657.35564,1,32,1.0,16,0,16,12,12,2141,21461,2579,0.6806388235627777,0.1461187604848868
70.0,25421,2,4,43.0,312957136.60802,0,172,985142.0,21,6,11,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916
14.0,83000,0,2,35.0,104383556.551693,0,172,3410023.0,6,0,19,2,1,40823,41879,25624,0.08155142865246,0.1160862853923916
42.0,23193,2,1,30.0,3129831044.12248,1,5,8993607.0,1,5,23,1,1,457,42439,17231,0.2618100000945367,0.1202832467544745
10.0,74748,0,2,32.0,1061566982.80701,0,172,92448.0,20,5,19,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916
41.0,75985,0,0,41.0,3379689042.2535,1,107,8680628.0,17,0,6,10,10,781,41879,43149,0.7047240000378147,0.1686652162857089
50.0,73780,2,0,33.0,822732594.699268,0,88,254926.0,2,5,3,1,1,2872,42439,43149,0.09514333342787,0.1117729787975555
10.0,46805,0,1,51.0,2216780100.59041,0,172,2983658.0,23,0,10,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916
42.0,67750,2,4,35.0,1644910779.73957,0,172,4069840.0,11,2,8,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916
63.0,104339,0,2,54.0,3694361029.89686,1,84,1.0,13,4,13,11,11,5141,41879,25624,0.6606787500354513,0.1207871861641211
59.0,121702,2,2,34.0,803257833.511782,1,32,1.0,1,5,1,13,13,2141,42439,25624,0.6983811111426234,0.1461187604848868
20.0,101313,0,0,40.0,3390817651.54913,1,120,1.0,21,0,21,15,15,200,41879,43149,0.728543000028361,0.2661993170759377
37.0,81338,0,2,38.0,292384490.19362,1,172,7106479.0,10,5,3,1,1,40823,41879,25624,0.2618100000945367,0.1160862853923916
68.0,90041,0,0,45.0,2367439965.27743,1,64,10257939.0,23,2,6,1,1,2551,41879,43149,0.2618100000945367,0.0839479107983439
47.0,100454,0,0,47.0,247175869.309235,1,177,8165572.0,4,0,15,1,1,380,41879,43149,0.2618100000945367,0.0845996363651096
23.0,8429,2,0,38.0,368002567.170806,0,172,574812.0,16,5,0,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
31.0,36130,2,0,40.0,2613575963.21995,1,172,1.0,21,6,21,14,14,40823,42439,43149,0.714255789503538,0.1160862853923916
40.0,85197,0,2,49.0,1168531734.6992,1,172,1823683.0,7,2,5,1,1,40823,41879,25624,0.2618100000945367,0.1160862853923916
46.0,86841,0,0,24.0,1257547172.94706,1,172,1.0,1,4,1,10,9,40823,41879,43149,0.5713906667044814,0.1160862853923916
20.0,98503,0,1,27.0,3361322792.2446,1,5,6090491.0,13,1,1,1,1,457,41879,17231,0.2618100000945367,0.1202832467544745
47.0,105341,2,0,33.0,2001215954.55872,1,84,1.0,20,3,20,14,14,5141,42439,43149,0.714255789503538,0.1207871861641211
54.0,94925,2,0,23.0,2498460389.1533,1,107,1.0,11,4,11,16,16,781,42439,43149,0.7414695238365343,0.1686652162857089
70.0,119330,0,4,19.0,3578568251.7927,0,133,2756086.0,14,5,17,1,1,509,41879,17196,0.09514333342787,0.0614219066158895
22.0,73824,2,0,32.0,293604219.292794,1,172,5671705.0,9,3,17,1,1,40823,42439,43149,0.2618100000945367,0.1160862853923916
27.0,61539,0,0,25.0,3915054689.8515897,0,167,3540508.0,20,0,20,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092
58.0,6632,0,2,32.0,3916445099.94059,0,167,957849.0,17,6,15,1,1,15338,41879,25624,0.09514333342787,0.1050362288992092
25.0,93272,1,0,30.0,3508766961.73471,0,172,1833962.0,19,0,14,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916
37.0,40557,2,1,41.0,929850577.111743,0,172,2195210.0,21,2,11,1,1,40823,42439,17231,0.09514333342787,0.1160862853923916
59.0,115061,2,2,30.0,2932182478.52845,0,172,1859658.0,18,6,5,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916
11.0,27642,1,0,33.0,195552957.7699169,1,172,1.0,10,3,10,18,18,40823,21461,43149,0.7639504348072704,0.1160862853923916
