purchase_value,device_id,source,browser,age,ip_address,class,country,time_since_signup,purchase_hour,purchase_dayofweek,signup_hour,device_id_freq,ip_address_freq,country_freq,source_freq,browser_freq,device_fraud_rate_train,country_fraud_rate_train
12.0,128530,0,2,26.0,2730200292.9447107,0,172,7783839.0,7,0,5,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916
48.0,81360,2,0,45.0,3720046268.19178,0,84,4966759.0,7,0,20,1,1,5141,42439,43149,0.09514333342787,0.1207871861641211
11.0,83695,2,1,28.0,1393844165.46927,0,133,10066794.0,7,0,19,1,1,509,42439,17231,0.09514333342787,0.0614219066158895
38.0,133300,0,0,33.0,553198865.558028,0,172,3895600.0,8,0,5,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
47.0,91706,2,1,27.0,1839385145.80713,0,78,7768125.0,8,0,10,1,1,285,42439,17231,0.09514333342787,0.1330029655191973
57.0,132534,0,4,39.0,3464581033.41396,0,172,7070786.0,8,0,11,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916
32.0,97847,2,0,30.0,205418449.5412629,0,172,7575059.0,8,0,15,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
18.0,100400,0,2,25.0,3373254218.68705,0,24,4281912.0,8,0,18,1,1,2068,41879,25624,0.09514333342787,0.1112256922337516
27.0,34822,2,1,25.0,3767209197.0584,0,167,4650713.0,8,0,12,1,1,15338,42439,17231,0.09514333342787,0.1050362288992092
35.0,16693,2,0,31.0,818955786.034088,0,172,8334011.0,8,0,21,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
44.0,105574,0,0,35.0,3198425223.18879,0,35,9358828.0,8,0,0,1,1,309,41879,43149,0.09514333342787,0.1929008280272841
19.0,126850,1,4,51.0,2462709328.40252,1,172,2866973.0,8,0,3,1,1,40823,21461,17196,0.2618100000945367,0.1160862853923916
10.0,2455,1,4,23.0,80831178.35005501,0,172,7431989.0,8,0,7,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916
35.0,124248,1,1,48.0,3740554645.86678,0,36,9781990.0,8,0,3,1,1,8334,21461,17231,0.09514333342787,0.1040377575249511
27.0,24043,2,2,32.0,1657266393.82319,0,172,5080982.0,8,0,13,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916
53.0,125696,0,1,30.0,3353396420.82561,0,172,9447205.0,8,0,0,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916
51.0,95851,0,0,33.0,3254612889.1331897,0,60,3101735.0,8,0,10,1,1,2199,41879,43149,0.09514333342787,0.1182263430129615
16.0,121974,2,0,35.0,3918616124.8150897,0,167,9580697.0,8,0,11,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092
25.0,120189,0,0,31.0,2354198716.06114,0,172,10278456.0,8,0,9,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
14.0,90786,2,0,41.0,2703816292.01505,0,172,3920827.0,8,0,23,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
46.0,5255,2,2,36.0,1911574531.3771887,0,36,3293140.0,8,0,5,1,1,8334,42439,25624,0.09514333342787,0.1040377575249511
45.0,134480,1,4,35.0,1758148607.8594902,0,172,6838365.0,8,0,5,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916
31.0,110351,0,0,25.0,2162777421.37259,0,32,5314971.0,8,0,20,2,1,2141,41879,43149,0.08155142865246,0.1461187604848868
57.0,80002,2,0,22.0,1401250550.59962,0,56,8173409.0,8,0,18,1,1,162,42439,43149,0.09514333342787,0.0573105389255522
11.0,109139,1,0,34.0,4047483896.97382,0,167,5718148.0,8,0,4,1,1,15338,21461,43149,0.09514333342787,0.1050362288992092
10.0,93902,0,0,23.0,503461096.069505,0,172,1437706.0,8,0,17,2,1,40823,41879,43149,0.2244085715096029,0.1160862853923916
24.0,110587,2,0,27.0,1874336387.83737,0,159,1677618.0,8,0,22,1,1,850,42439,43149,0.09514333342787,0.0942349239772716
44.0,93076,0,0,40.0,338562885.058361,0,172,2392655.0,8,0,16,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
27.0,103522,2,0,41.0,1218876216.73361,0,172,8503922.0,8,0,22,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
42.0,87982,1,0,42.0,358099754.550123,0,172,7059669.0,8,0,15,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916
23.0,111524,0,0,42.0,364715234.077684,0,172,6739140.0,8,0,8,2,1,40823,41879,43149,0.08155142865246,0.1160862853923916
38.0,99171,1,1,45.0,929766498.5581608,0,172,2878599.0,8,0,1,1,1,40823,21461,17231,0.09514333342787,0.1160862853923916
13.0,13758,0,0,39.0,1915007246.0969105,0,159,6085365.0,8,0,22,1,1,850,41879,43149,0.09514333342787,0.0942349239772716
18.0,127763,2,4,27.0,1134658757.85733,0,172,3410639.0,8,0,21,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916
16.0,71875,0,3,40.0,3366763554.18932,1,24,6375842.0,9,0,13,1,1,2068,41879,2579,0.2618100000945367,0.1112256922337516
41.0,25595,1,1,27.0,3712637569.669621,0,84,6358244.0,9,0,18,1,1,5141,21461,17231,0.09514333342787,0.1207871861641211
63.0,34098,2,0,38.0,3059997360.8950896,0,36,979179.0,9,0,1,1,1,8334,42439,43149,0.09514333342787,0.1040377575249511
55.0,125782,1,4,22.0,1758791342.75992,0,172,1466000.0,9,0,9,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916
22.0,107371,2,2,28.0,1134197777.55962,0,172,8383078.0,9,0,8,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916
15.0,101694,0,2,33.0,2194710250.5388303,1,75,10068101.0,9,0,20,1,1,16,41879,25624,0.2618100000945367,0.1224219047889152
27.0,79065,2,0,33.0,1463471058.52104,0,47,83169.0,9,0,10,1,1,355,42439,43149,0.09514333342787,0.19880794444602
52.0,93052,0,0,47.0,138149277.800818,0,172,4282500.0,9,0,19,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
21.0,69715,0,1,25.0,2307908505.82764,0,172,3605569.0,9,0,15,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916
16.0,4011,0,1,20.0,2798457690.4623,0,172,9012231.0,9,0,2,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916
34.0,126935,0,1,38.0,1588082272.2927802,0,171,8595405.0,9,0,21,1,1,3114,41879,17231,0.09514333342787,0.1319560307792777
27.0,18641,0,1,37.0,1942995024.97018,0,36,586877.0,9,0,14,1,1,8334,41879,17231,0.09514333342787,0.1040377575249511
42.0,117438,0,2,34.0,1791886284.1528602,0,76,2977757.0,9,0,22,1,1,916,41879,25624,0.09514333342787,0.1450280781765116
42.0,376,2,1,34.0,2142013722.97838,0,167,1738814.0,9,0,6,1,1,15338,42439,17231,0.09514333342787,0.1050362288992092
14.0,69598,1,4,28.0,824634962.550946,0,76,7503186.0,9,0,13,1,1,916,21461,17196,0.09514333342787,0.1450280781765116
51.0,74540,1,2,25.0,507202439.87384695,0,172,4695584.0,9,0,1,2,1,40823,21461,25624,0.2244085715096029,0.1160862853923916
15.0,3713,0,4,30.0,2212253499.77226,0,64,1551345.0,9,0,10,1,1,2551,41879,17196,0.09514333342787,0.0839479107983439
33.0,16065,0,0,39.0,4191268974.70825,0,167,7232877.0,9,0,16,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092
22.0,8318,2,2,24.0,3171147005.47572,0,24,9293846.0,9,0,20,1,1,2068,42439,25624,0.09514333342787,0.1112256922337516
44.0,88118,1,4,40.0,447917576.852813,0,172,4288684.0,9,0,18,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916
23.0,137572,1,0,34.0,2191653632.75881,0,118,3502740.0,9,0,20,1,1,1152,21461,43149,0.09514333342787,0.0808736905795741
26.0,129392,1,1,41.0,991703369.657069,0,88,8698299.0,9,0,17,1,1,2872,21461,17231,0.09514333342787,0.1117729787975555
34.0,102200,2,0,26.0,876441117.517851,0,172,1307475.0,9,0,6,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
58.0,38310,2,2,33.0,925800818.153909,0,172,7529072.0,9,0,6,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916
40.0,55848,1,2,34.0,4109061511.5066295,0,167,2973971.0,9,0,23,1,1,15338,21461,25624,0.09514333342787,0.1050362288992092
68.0,82880,2,2,43.0,4022731466.03121,0,167,3790133.0,9,0,13,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092
33.0,118196,2,2,26.0,3977542038.81455,0,167,4265150.0,9,0,1,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092
33.0,27225,1,0,35.0,3757137421.06211,0,36,9971946.0,9,0,23,1,1,8334,21461,43149,0.09514333342787,0.1040377575249511
20.0,58118,0,3,35.0,117568328.992382,0,172,10249784.0,9,0,18,1,1,40823,41879,2579,0.09514333342787,0.1160862853923916
11.0,75467,1,2,34.0,2540587127.54854,0,172,8676453.0,9,0,23,1,1,40823,21461,25624,0.09514333342787,0.1160862853923916
20.0,21753,1,0,39.0,1930263727.46663,0,88,339796.0,10,0,11,1,1,2872,21461,43149,0.09514333342787,0.1117729787975555
18.0,110584,1,2,31.0,3005282870.49567,0,37,1724532.0,10,0,11,1,1,426,21461,25624,0.09514333342787,0.0593291415326385
29.0,8310,2,4,18.0,2565405435.14466,0,24,5448423.0,10,0,8,1,1,2068,42439,17196,0.09514333342787,0.1112256922337516
29.0,16090,2,0,38.0,24669273.346753307,0,7,4306728.0,10,0,13,1,1,1271,42439,43149,0.09514333342787,0.1133000470223881
11.0,131256,1,2,35.0,3658249863.059,0,36,6323814.0,10,0,5,1,1,8334,21461,25624,0.09514333342787,0.1040377575249511
29.0,134886,0,1,34.0,3626945132.51148,0,172,8967634.0,10,0,15,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916
20.0,87696,1,1,31.0,1526137890.28219,0,171,3998056.0,10,0,3,1,1,3114,21461,17231,0.09514333342787,0.1319560307792777
26.0,80835,1,0,29.0,784676939.872128,0,165,2995264.0,10,0,18,2,1,398,21461,43149,0.08155142865246,0.0857837717135663
47.0,123768,1,2,25.0,2787667820.46077,0,172,5228695.0,10,0,22,1,1,40823,21461,25624,0.09514333342787,0.1160862853923916
26.0,58860,0,2,55.0,4220910603.41022,0,167,2055509.0,10,0,15,1,1,15338,41879,25624,0.09514333342787,0.1050362288992092
17.0,111206,0,0,47.0,2905317502.77069,0,172,5884446.0,10,0,8,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
37.0,116682,0,2,51.0,2834417750.323611,0,172,1012433.0,10,0,17,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916
16.0,70443,1,2,49.0,3458513043.27312,0,172,8050642.0,10,0,6,1,1,40823,21461,25624,0.09514333342787,0.1160862853923916
37.0,30950,1,4,36.0,1613636646.1204,1,32,5599087.0,10,0,15,1,1,2141,21461,17196,0.2618100000945367,0.1461187604848868
57.0,87860,1,4,31.0,2588403815.87017,1,106,5326028.0,10,0,19,2,1,15,21461,17196,0.3672657143667457,0.078543000028361
32.0,87008,2,2,38.0,4083746003.02336,0,167,5673143.0,10,0,18,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092
25.0,88801,1,1,40.0,1272077894.1348698,0,172,2360976.0,10,0,2,1,1,40823,21461,17231,0.09514333342787,0.1160862853923916
36.0,30086,0,2,35.0,3351644035.183161,0,32,834669.0,10,0,19,1,1,2141,41879,25624,0.09514333342787,0.1461187604848868
15.0,134624,0,3,38.0,4132183796.81203,0,167,3721061.0,10,0,9,1,1,15338,41879,2579,0.09514333342787,0.1050362288992092
45.0,132121,2,1,30.0,1685924486.27865,0,167,2064329.0,10,0,13,1,1,15338,42439,17231,0.09514333342787,0.1050362288992092
55.0,65112,0,0,31.0,2716412254.98205,0,172,9996186.0,10,0,18,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
44.0,69793,0,2,50.0,4088800859.91738,0,167,8741370.0,10,0,6,1,1,15338,41879,25624,0.09514333342787,0.1050362288992092
48.0,124533,2,0,47.0,4242192613.41124,0,167,3005006.0,11,0,16,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092
14.0,107785,0,4,31.0,2149164471.65089,0,172,5190770.0,11,0,9,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916
34.0,12398,1,4,23.0,805586820.092659,0,172,7706546.0,11,0,6,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916
25.0,20715,0,0,38.0,4173394756.60566,0,167,2805193.0,11,0,0,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092
37.0,17160,0,1,18.0,779543340.6484902,0,169,1788023.0,11,0,18,1,1,298,41879,17231,0.09514333342787,0.1602998679886707
36.0,58014,2,1,40.0,2786644256.01263,0,172,336958.0,11,0,13,1,1,40823,42439,17231,0.09514333342787,0.1160862853923916
9.0,33647,2,0,30.0,64995086.67677211,0,172,5910180.0,11,0,1,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
45.0,71825,1,4,37.0,2552302214.69907,0,172,7321964.0,11,0,17,1,1,40823,21461,17196,0.09514333342787,0.1160862853923916
28.0,58819,0,0,30.0,2963723277.5651803,1,60,294581.0,11,0,1,2,1,2199,41879,43149,0.2244085715096029,0.1182263430129615
48.0,10108,0,0,34.0,3705232313.01545,0,84,10316295.0,11,0,1,1,1,5141,41879,43149,0.09514333342787,0.1207871861641211
40.0,93246,0,2,20.0,1580107155.89494,0,134,7501383.0,11,0,15,1,1,150,41879,25624,0.09514333342787,0.035941032261724
63.0,3695,1,0,26.0,215030667.710517,0,172,5497831.0,11,0,20,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916
47.0,25806,2,0,23.0,3804542127.1417694,0,167,648935.0,11,0,23,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092
38.0,28146,2,0,43.0,45804182.2872095,0,78,2489575.0,11,0,16,1,1,285,42439,43149,0.09514333342787,0.1330029655191973
24.0,25636,0,4,43.0,2015373865.29545,0,36,8991828.0,11,0,10,1,1,8334,41879,17196,0.09514333342787,0.1040377575249511
69.0,67981,0,2,35.0,191950008.297169,0,172,7046863.0,11,0,22,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916
65.0,30275,0,4,29.0,208971284.02481,0,172,9478785.0,11,0,18,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916
30.0,45212,2,2,36.0,2566702648.39667,0,24,7217176.0,11,0,23,2,1,2068,42439,25624,0.2244085715096029,0.1112256922337516
28.0,110829,1,1,33.0,2935912315.07572,0,172,704526.0,11,0,8,1,1,40823,21461,17231,0.09514333342787,0.1160862853923916
18.0,5447,2,0,22.0,3987415924.8588295,0,167,1231909.0,11,0,5,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092
74.0,74379,2,2,23.0,3228378972.80166,1,64,3615552.0,12,0,15,1,1,2551,42439,25624,0.2618100000945367,0.0839479107983439
53.0,61607,2,0,22.0,1105998706.90004,0,172,1611187.0,12,0,20,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
36.0,123224,0,4,34.0,880123158.985884,0,172,7448453.0,12,0,7,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916
48.0,44757,1,2,39.0,2439841113.40845,0,118,5455834.0,12,0,8,1,1,1152,21461,25624,0.09514333342787,0.0808736905795741
25.0,121182,2,1,52.0,3308571914.5457697,0,52,1585975.0,12,0,3,1,1,259,42439,17231,0.09514333342787,0.1498896212142697
33.0,75278,2,0,33.0,3861292503.54044,0,167,8955041.0,12,0,20,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092
27.0,32256,0,1,50.0,2901626567.64877,0,172,4543128.0,12,0,22,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916
65.0,82322,2,2,34.0,3893321607.7837,0,167,7011612.0,12,0,8,2,1,15338,42439,25624,0.2244085715096029,0.1050362288992092
46.0,114593,2,1,34.0,1960402715.56337,0,36,2220342.0,12,0,19,1,1,8334,42439,17231,0.09514333342787,0.1040377575249511
24.0,41739,2,4,38.0,348634775.19240403,0,172,5070422.0,12,0,19,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916
38.0,85253,2,0,27.0,517831200.58798,0,172,7732434.0,12,0,0,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
12.0,106252,2,4,25.0,3968634372.9783,0,167,8311364.0,12,0,7,1,1,15338,42439,17196,0.09514333342787,0.1050362288992092
44.0,108697,0,0,32.0,3421199248.5009108,0,88,4955539.0,12,0,4,1,1,2872,41879,43149,0.09514333342787,0.1117729787975555
58.0,119843,1,0,25.0,2220197463.39123,0,172,1424294.0,12,0,0,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916
53.0,75251,2,0,21.0,2084825858.36692,0,36,3297906.0,12,0,8,1,1,8334,42439,43149,0.09514333342787,0.1040377575249511
54.0,41210,0,1,29.0,2680638956.08746,0,172,1604269.0,12,0,23,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916
44.0,77247,2,2,26.0,2398448321.04983,0,32,9537594.0,12,0,3,1,1,2141,42439,25624,0.09514333342787,0.1461187604848868
35.0,59586,0,0,19.0,3831757048.83995,0,167,1077888.0,12,0,1,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092
48.0,10100,2,1,35.0,838803155.397362,1,7,1909867.0,12,0,10,1,1,1271,42439,17231,0.2618100000945367,0.1133000470223881
59.0,36773,0,1,25.0,2183821975.18375,0,172,7178175.0,12,0,10,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916
11.0,72931,2,1,35.0,1271550667.4012,0,172,4083852.0,12,0,6,1,1,40823,42439,17231,0.09514333342787,0.1160862853923916
14.0,134676,0,0,22.0,870395694.663342,0,171,2169386.0,12,0,10,1,1,3114,41879,43149,0.09514333342787,0.1319560307792777
31.0,31231,1,0,29.0,2641635611.37415,0,84,2658740.0,12,0,18,1,1,5141,21461,43149,0.09514333342787,0.1207871861641211
19.0,13244,2,0,38.0,4156045182.44056,0,167,1847249.0,12,0,3,2,1,15338,42439,43149,0.08155142865246,0.1050362288992092
26.0,120695,1,1,33.0,1527041211.31172,0,64,261771.0,13,0,12,1,1,2551,21461,17231,0.09514333342787,0.0839479107983439
45.0,89705,0,0,48.0,3877058132.12808,0,167,5425013.0,13,0,18,1,1,15338,41879,43149,0.09514333342787,0.1050362288992092
41.0,53217,0,0,35.0,2727991319.93551,0,172,4663244.0,13,0,13,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
36.0,125948,2,4,31.0,1186069701.5907302,0,172,1874747.0,13,0,20,1,1,40823,42439,17196,0.09514333342787,0.1160862853923916
25.0,104905,1,0,25.0,181108644.89649,1,167,8367900.0,13,0,16,2,1,15338,21461,43149,0.2244085715096029,0.1050362288992092
39.0,137579,0,0,25.0,3139797554.4728303,0,24,127484.0,13,0,1,2,1,2068,41879,43149,0.2244085715096029,0.1112256922337516
14.0,106490,2,0,33.0,2174433649.24745,0,172,6120001.0,13,0,17,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
24.0,19780,2,2,36.0,3619370861.32728,0,172,6092053.0,13,0,1,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916
52.0,15383,2,2,37.0,570338578.54814,0,172,5265705.0,13,0,14,1,1,40823,42439,25624,0.09514333342787,0.1160862853923916
59.0,93162,1,0,32.0,2175959584.59125,0,156,3251888.0,13,0,22,1,1,764,21461,43149,0.09514333342787,0.150287204161986
19.0,44152,0,0,24.0,1305607013.31748,0,153,116744.0,13,0,5,1,1,754,41879,43149,0.09514333342787,0.0850735968386919
44.0,124997,2,0,42.0,1467167739.1927,0,171,5398681.0,13,0,1,1,1,3114,42439,43149,0.09514333342787,0.1319560307792777
36.0,56264,0,0,25.0,1927609152.41254,0,36,3516685.0,13,0,20,1,1,8334,41879,43149,0.09514333342787,0.1040377575249511
12.0,1474,2,1,48.0,134083702.55877,0,172,9352624.0,13,0,7,1,1,40823,42439,17231,0.09514333342787,0.1160862853923916
49.0,5965,2,2,37.0,4194307901.23805,0,167,1261820.0,13,0,23,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092
20.0,57317,1,1,32.0,1121984519.88675,0,172,3775672.0,13,0,20,1,1,40823,21461,17231,0.09514333342787,0.1160862853923916
42.0,47965,2,0,20.0,3844390577.27834,0,167,2173500.0,13,0,9,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092
16.0,114845,0,0,29.0,3369216437.78868,0,24,9522371.0,13,0,8,1,1,2068,41879,43149,0.09514333342787,0.1112256922337516
16.0,128942,0,0,27.0,2751764908.2432103,0,156,9582072.0,13,0,16,1,1,764,41879,43149,0.09514333342787,0.150287204161986
52.0,14257,2,0,38.0,2216985610.4696,1,172,4269373.0,13,0,3,1,1,40823,42439,43149,0.2618100000945367,0.1160862853923916
20.0,60263,2,2,47.0,2246125280.66738,0,84,6983562.0,13,0,17,1,1,5141,42439,25624,0.09514333342787,0.1207871861641211
23.0,99068,2,0,29.0,1186010694.13351,0,172,8964845.0,13,0,19,1,1,40823,42439,43149,0.09514333342787,0.1160862853923916
78.0,794,2,2,51.0,4028121282.60057,0,167,4972654.0,13,0,0,1,1,15338,42439,25624,0.09514333342787,0.1050362288992092
28.0,60075,1,4,25.0,1614779963.38391,0,32,7576763.0,13,0,21,1,1,2141,21461,17196,0.09514333342787,0.1461187604848868
26.0,38064,2,0,38.0,30035529.136281703,0,36,5555748.0,14,0,6,1,1,8334,42439,43149,0.09514333342787,0.1040377575249511
30.0,88485,0,0,35.0,2116976942.14256,0,84,6442925.0,14,0,0,1,1,5141,41879,43149,0.09514333342787,0.1207871861641211
32.0,103900,0,0,30.0,2906814210.10058,0,172,412089.0,14,0,19,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
26.0,47629,2,0,39.0,46100726.3820883,0,78,1528816.0,14,0,21,1,1,285,42439,43149,0.09514333342787,0.1330029655191973
68.0,68242,2,1,53.0,1599390379.23348,0,139,9244095.0,14,0,14,1,1,1090,42439,17231,0.09514333342787,0.0936720182653581
20.0,45735,0,1,40.0,2670713903.1207104,0,172,4901361.0,14,0,20,1,1,40823,41879,17231,0.09514333342787,0.1160862853923916
66.0,123569,0,0,32.0,2923697396.84205,0,172,3812344.0,14,0,11,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
26.0,28,0,4,35.0,331291029.909766,0,172,5931939.0,14,0,22,1,1,40823,41879,17196,0.09514333342787,0.1160862853923916
36.0,21293,2,1,28.0,1403484633.6268196,0,139,6267287.0,14,0,1,2,1,1090,42439,17231,0.08155142865246,0.0936720182653581
63.0,1483,2,0,35.0,165061237.88814598,0,172,5880748.0,14,0,12,2,1,40823,42439,43149,0.08155142865246,0.1160862853923916
23.0,115138,0,1,26.0,175903480.933304,0,167,7214174.0,14,0,2,1,1,15338,41879,17231,0.09514333342787,0.1050362288992092
36.0,72991,0,0,20.0,1487552967.50125,0,60,5935398.0,14,0,21,1,1,2199,41879,43149,0.09514333342787,0.1182263430129615
30.0,12358,0,4,19.0,3400026056.61486,0,103,7500643.0,14,0,18,1,1,146,41879,17196,0.09514333342787,0.0435156291428292
77.0,77066,1,0,35.0,2361118861.42903,0,172,8788097.0,14,0,21,1,1,40823,21461,43149,0.09514333342787,0.1160862853923916
41.0,112786,2,0,33.0,2391621021.02714,0,32,768770.0,14,0,16,1,1,2141,42439,43149,0.09514333342787,0.1461187604848868
25.0,76667,0,4,27.0,3692063962.172071,0,84,10009079.0,14,0,18,1,1,5141,41879,17196,0.09514333342787,0.1207871861641211
22.0,64458,2,0,25.0,4227627568.15439,0,167,1112384.0,14,0,17,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092
35.0,136574,0,0,42.0,1086497896.47586,0,172,6138616.0,14,0,13,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
40.0,103711,1,2,30.0,4179481011.53977,0,167,6451420.0,14,0,22,1,1,15338,21461,25624,0.09514333342787,0.1050362288992092
23.0,8515,2,0,31.0,2134770573.24604,0,167,8496830.0,14,0,6,1,1,15338,42439,43149,0.09514333342787,0.1050362288992092
15.0,29852,1,2,40.0,1613729503.11449,0,172,9159193.0,14,0,14,1,1,40823,21461,25624,0.09514333342787,0.1160862853923916
38.0,40323,0,0,23.0,1933584423.24655,0,7,6343470.0,14,0,4,1,1,1271,41879,43149,0.09514333342787,0.1133000470223881
29.0,26099,0,2,46.0,537274553.4290661,0,172,8748476.0,14,0,8,1,1,40823,41879,25624,0.09514333342787,0.1160862853923916
54.0,111943,0,0,31.0,814571145.5024638,0,172,8205651.0,14,0,15,1,1,40823,41879,43149,0.09514333342787,0.1160862853923916
71.0,136273,0,2,24.0,705251098.535227,0,88,892859.0,14,0,6,1,1,2872,41879,25624,0.09514333342787,0.1117729787975555
29.0,8661,1,2,29.0,3871488013.5499296,0,167,809390.0,14,0,5,1,1,15338,21461,25624,0.09514333342787,0.1050362288992092
29.0,30742,2,0,29.0,2053190622.6316,0,36,530147.0,14,0,11,1,1,8334,42439,43149,0.09514333342787,0.1040377575249511
24.0,114234,0,0,38.0,1969248742.29349,0,76,1766087.0,14,0,4,1,1,916,41879,43149,0.09514333342787,0.1450280781765116
